cnty,percent_male10,med_age10,percent_black10,percent_white10,total_pop10,pop_density10,log_pop_density10,rep_pre_2008,rep_pre_2012,rep_sen_2010,rep_hou_2010,main_protestant10,evan_protestant10,catholic10,med_house_val0509,med_house_income0509,below_poverty0509,high_school0509,bac0509,grad0509,married0509,divorced0509,separated0509,other_language0509,foreign_born0509,same_sex0509,murderrate2008,robberyrate2008,agasltrate2008,percent_physically_inactive_chr12,motorvehicle_mortality_rate_chr12,year_potential_life_lost_rate_chr12,percent_excessive_drinking_chr12,percent_smokers_chr12,physically_unhealthy_days_chr12,mentally_unhealthy_days_chr12,percent_fair_or_poor_chr12,percent_obese_chr12,ls09_10_avg,elev,maxtemp0610,mintemp0610,max_heat_index0610,sunlight0610,precipitation0610,Land Area km²,Water Area km²,Total Area km²,Latitude,Longitude 
36069,48.9,42.1,2.3,93.7,107931,167.6,5.12158,0.492023,49.7774,0.417779,0.564309,119.98,49.7189,235.639,125700.0,55300.0,8.0,91.6,29.8,12.0,53.4,10.3,1.9,5.3,3.2,0.6,0.0,0.000277834,0.000546087,20.0,11.728,5521.45,21.2,17.5,2.8,3.0,8.2,26.5,3.37892,312.0,55.14,40.39,422.0,13965.7,2.47,1668.122,47.814,1715.936,42.856695,-77.303277
36071,50.0,36.6,10.2,77.2,372813,459.3,6.1297,0.515364,46.4822,0.437999,0.522552,51.84,38.7189,352.209,315000.0,69255.0,11.7,86.8,26.8,11.1,51.7,8.3,2.4,22.3,11.1,0.6,3.40712e-05,0.000867505,0.0016459,26.0,12.0553,5831.28,20.2,22.5,3.5,2.9,17.1,26.3,3.38113,136.0,58.3,42.8,504.0,14985.7,3.44,2102.257,69.822,2172.079,41.40241,-74.306252
36073,49.5,41.0,5.9,89.8,42883,109.6,4.69684,0.398818,58.4387,0.47161,0.749976,165.99,50.4389,159.009,84600.0,46418.0,12.7,84.2,14.4,5.3,50.2,10.6,2.6,6.2,3.2,0.4,2.47219e-05,0.000469716,0.00111248,28.2,14.2025,5938.12,15.4,27.3,4.8,3.8,18.5,29.8,3.35987,73.0,55.49,43.26,462.0,15688.2,2.55,1013.357,1103.756,2117.113,43.502287,-78.229726
36075,49.8,38.5,0.8,96.3,122109,128.3,4.85437,0.502077,44.8072,0.390299,0.46816,85.2389,45.07,207.969,84900.0,45071.0,15.3,86.0,15.3,5.9,49.7,9.8,2.7,4.5,2.1,0.6,3.29799e-05,0.000173144,0.00103062,26.6,16.4048,6366.94,22.7,32.9,3.5,2.9,17.7,34.2,3.38346,133.0,54.06,41.95,510.0,14024.9,3.41,2464.761,933.518,3398.279,43.461443,-76.209258
36077,48.4,40.9,1.7,94.7,62259,62.2,4.13035,0.519505,47.4792,0.420549,0.506949,154.789,29.3789,186.3,123900.0,44057.0,15.2,88.0,26.1,11.9,48.9,8.2,2.1,6.4,3.6,0.6,0.0,9.60476e-05,0.00112056,24.8,14.2048,5880.83,14.7,20.6,4.1,4.7,15.2,28.4,3.37612,515.0,52.51,37.92,367.0,14004.1,3.28,2594.392,36.394,2630.786,42.629776,-75.028841
36079,49.9,41.9,2.4,90.7,99710,432.9,6.07051,0.457476,54.3083,0.463565,0.579865,40.2889,12.1189,415.399,421200.0,88036.0,6.6,93.5,36.8,15.6,59.9,6.9,1.4,15.7,10.8,0.8,2.00212e-05,0.000130138,0.000620658,23.0,9.59583,4434.94,20.6,14.8,2.5,2.4,8.3,28.7,3.37577,295.0,57.8,43.01,481.0,15018.9,3.64,596.504,41.283,637.787,41.427904,-73.743882
36081,48.4,37.2,19.1,39.7,2230722,20553.6,9.93079,0.750921,19.9227,0.192988,0.23016,21.26,37.96,303.72,470500.0,54870.0,12.1,79.7,28.8,10.1,46.8,7.9,3.3,54.4,47.1,0.4,6.29399e-05,0.00266664,0.00298178,28.2,5.52008,4881.58,14.0,14.4,3.1,3.4,18.9,22.4,3.26432,-1.0,61.48,46.38,548.0,16970.1,3.16,281.097,180.458,461.555,40.658557,-73.837929
36083,49.4,39.2,6.5,87.5,159429,244.4,5.49881,0.537304,42.7749,0.38222,0.489536,80.7089,21.48,280.73,162700.0,54221.0,11.1,88.6,26.4,11.8,47.9,9.8,2.7,7.1,5.0,0.7,3.21293e-05,0.00113095,0.00215909,23.8,10.1616,5912.08,23.0,22.0,3.8,4.6,14.4,29.1,3.37613,391.0,54.7,40.61,511.0,14119.4,3.38,1689.789,33.571,1723.361,42.710421,-73.513845
36085,48.5,38.4,10.6,72.9,468730,8030.3,8.99098,0.476119,48.1405,0.409699,0.527282,25.6789,32.5789,542.25,461000.0,71206.0,10.0,87.3,27.9,11.3,52.6,6.7,2.0,29.0,20.3,0.7,6.37439e-05,0.00266696,0.00298157,29.1,5.86376,5523.61,15.2,19.9,3.2,3.4,13.9,27.7,3.35638,27.0,60.57,46.85,496.0,16148.6,3.44,151.179,113.755,264.933,40.563855,-74.137063
36087,49.0,36.7,11.9,73.2,311687,1795.9,7.49326,0.526072,46.0732,0.377889,0.374656,25.19,55.25,350.949,481300.0,82368.0,11.1,88.4,40.1,17.9,54.5,6.8,1.6,32.9,20.7,0.7,3.35425e-06,0.000503138,0.0011874,24.9,7.95592,4387.08,10.9,11.2,3.1,3.1,14.3,25.6,3.40013,174.0,59.78,44.61,554.0,15314.2,3.59,449.493,66.8,516.293,41.154785,-74.024772
36089,50.8,37.5,2.2,93.9,111944,41.8,3.7329,0.573634,40.7034,0.312341,0.396296,72.1289,47.92,218.659,76800.0,41670.0,16.6,85.3,18.2,8.6,47.7,8.8,2.3,5.8,4.0,0.3,0.0,4.83353e-05,0.00168207,31.1,12.495,7125.8,19.6,27.2,4.6,4.0,17.7,32.0,3.34754,227.0,52.07,38.71,468.0,13516.2,2.92,6942.145,365.349,7307.494,44.488113,-75.074311
36091,49.2,40.9,1.5,94.3,219607,271.1,5.60249,0.508542,47.7509,0.435649,0.556633,79.7389,59.09,239.099,211700.0,64705.0,6.5,91.3,34.1,14.4,54.6,9.6,2.1,5.7,4.1,0.6,0.0,9.18881e-05,0.000523762,23.9,10.0467,4711.45,19.2,18.8,3.0,2.8,11.6,26.3,3.41395,182.0,54.94,40.67,527.0,14363.2,3.53,2097.849,87.603,2185.452,43.106135,-73.855387
36093,48.4,39.8,9.5,79.6,154727,756.6,6.62883,0.552834,40.916,0.380572,0.412864,77.76,39.92,285.519,153300.0,54468.0,10.8,90.1,29.2,13.3,47.9,10.0,2.7,10.1,8.3,0.6,5.94746e-05,0.00205518,0.00249133,25.0,7.5655,6190.67,15.8,20.1,3.2,2.5,13.3,28.0,3.36189,283.0,55.39,40.44,490.0,14484.4,3.46,529.694,12.614,542.308,42.817542,-74.043583
36095,50.0,42.5,1.3,95.9,32749,52.7,3.96462,0.417234,56.5382,0.478068,0.501301,139.789,33.56,206.659,133400.0,49695.0,11.0,85.1,18.9,8.3,50.7,9.2,2.3,3.8,2.4,0.4,0.0,6.22801e-05,0.000498241,27.9,12.5001,5711.45,13.5,,2.9,2.7,11.8,27.9,3.38397,590.0,52.78,38.58,365.0,14382.3,3.34,1610.504,11.677,1622.181,42.591294,-74.438172
36097,49.7,44.2,0.9,97.1,18343,55.9,4.02356,0.457326,52.5534,0.455832,0.566364,128.33,17.94,128.599,86600.0,44575.0,9.9,86.5,17.0,7.4,58.2,8.8,1.4,4.1,2.1,0.3,0.0,5.26621e-05,0.000579283,30.1,9.62913,5292.46,,,3.5,3.0,15.7,27.7,3.37684,423.0,54.47,39.2,372.0,13810.1,2.55,850.379,36.246,886.626,42.419776,-76.938604
36099,52.4,41.0,4.6,92.5,35251,108.9,4.69043,0.503494,44.3917,0.434431,0.549763,61.7889,53.7,26.75,87500.0,45571.0,13.4,82.6,18.5,6.5,48.7,11.4,2.3,6.4,2.7,0.6,0.0,0.000118772,0.000950175,32.0,16.8636,5772.67,11.5,24.6,4.4,4.3,,31.1,3.39992,218.0,55.83,41.21,489.0,13861.2,2.52,838.393,172.839,1011.232,42.782294,-76.827088
36101,49.6,41.4,1.6,95.3,98990,71.2,4.26549,0.409153,56.9775,0.462279,0.561855,107.609,93.67,141.05,79500.0,42812.0,13.8,86.8,19.5,9.4,54.0,11.1,3.2,4.5,2.3,0.5,0.0,7.3014e-05,0.0012621,25.9,16.292,6917.33,15.2,28.2,4.3,4.1,15.9,31.2,3.35675,505.0,54.05,38.71,322.0,13937.5,2.5,3601.532,35.027,3636.559,42.266725,-77.385525
36103,49.2,39.8,7.4,80.8,1493350,1637.4,7.40087,0.52525,47.4755,0.457536,0.497961,46.34,39.45,588.919,430000.0,84530.0,5.4,89.3,31.5,13.9,53.5,7.8,2.0,18.4,13.1,0.7,2.76089e-05,0.000638949,0.000957766,22.8,11.2487,5385.55,17.8,18.1,3.2,3.2,12.6,25.6,3.37761,16.0,56.42,49.48,434.0,16588.7,3.37,2362.201,3784.185,6146.386,40.943554,-72.692218
36105,51.1,41.7,9.1,82.0,77547,80.1,4.38328,0.540359,44.7123,0.401369,0.469335,63.7889,18.0389,197.969,181000.0,48586.0,14.7,84.1,20.8,8.7,50.6,10.1,3.0,13.4,9.2,0.5,5.22391e-05,0.000352614,0.00180225,24.5,18.2691,8760.85,19.0,30.0,4.3,3.8,17.1,26.6,3.32292,402.0,54.89,40.38,376.0,14689.8,3.5,2507.45,74.049,2581.5,41.720176,-74.76468
36107,49.6,42.5,0.7,96.9,51125,98.6,4.59107,0.439756,56.1258,0.500032,0.635977,139.169,52.28,114.049,94800.0,51011.0,10.0,88.6,22.3,9.2,57.7,9.9,2.1,3.2,1.9,1.0,0.0,1.98882e-05,0.000497206,25.9,11.1596,5553.85,18.1,19.7,3.2,3.9,12.2,28.7,3.36714,393.0,55.08,39.4,427.0,13938.9,2.73,1343.172,11.08,1354.253,42.178057,-76.29745
36109,49.3,29.8,4.0,82.6,101564,214.0,5.36598,0.700931,27.9204,0.261017,0.331392,79.7689,45.77,72.31,155000.0,46506.0,20.2,92.2,48.7,27.7,38.9,6.8,1.6,16.0,12.1,1.1,1.96868e-05,0.000344519,0.000846532,21.4,8.53037,4448.59,14.2,12.7,2.7,3.6,12.2,23.1,3.41107,274.0,54.52,39.58,413.0,13817.6,2.71,1229.334,43.795,1273.129,42.453281,-76.473712
36111,49.8,42.0,6.0,86.7,182493,162.3,5.08945,0.609317,37.3735,0.355722,0.449835,83.9,22.4889,275.389,239500.0,57485.0,11.6,87.7,28.8,13.2,49.6,9.4,2.4,10.9,7.2,0.9,3.29119e-05,0.000389457,0.00182112,23.5,13.9168,6292.97,22.7,24.9,3.4,3.5,11.6,26.9,3.37217,230.0,54.82,40.42,489.0,14806.1,3.94,2911.756,94.6,3006.355,41.947232,-74.265447
36113,48.8,44.1,0.9,96.5,65707,75.8,4.3281,0.504915,47.7348,0.390299,0.54209,74.2389,40.27,221.379,169900.0,50168.0,10.2,88.7,25.6,10.7,50.5,11.4,3.3,5.1,3.0,0.2,0.0,0.000135383,0.00123349,20.7,13.3328,6556.07,21.0,24.0,2.8,2.4,12.4,29.7,3.35921,222.0,51.82,38.11,428.0,14179.3,3.58,2245.396,167.449,2412.845,43.555105,-73.838139
36115,51.8,41.7,3.0,94.6,63216,76.1,4.33205,0.495181,47.9974,0.400527,0.555362,99.01,29.3589,214.83,128400.0,46886.0,11.9,85.7,17.2,7.5,52.7,9.8,3.0,4.6,1.9,0.7,3.17743e-05,6.35486e-05,0.00142984,30.9,17.359,6245.16,12.9,29.6,4.3,3.3,18.9,28.5,3.36849,146.0,54.71,40.89,544.0,13985.8,3.24,2152.756,38.083,2190.839,43.312377,-73.439428
36117,49.6,41.6,3.1,92.9,93772,155.3,5.04536,0.443026,53.4264,0.465549,0.625076,109.4,50.5789,164.46,105400.0,52351.0,11.0,86.5,21.4,8.4,56.7,10.7,2.0,5.8,2.7,0.7,1.11892e-05,0.000324486,0.00142103,24.0,15.9749,6515.66,14.9,24.9,4.9,4.4,16.3,29.9,3.38371,73.0,55.59,42.42,496.0,14859.4,2.73,1563.903,2018.182,3582.085,43.458758,-77.063164
36119,48.1,40.0,14.6,68.1,949113,2204.7,7.69835,0.633855,36.8447,0.330928,0.374768,49.3689,30.4689,458.939,559800.0,79585.0,7.9,87.2,44.4,22.3,51.2,7.6,2.3,29.9,23.8,0.5,2.72464e-05,0.00113911,0.0012722,19.0,6.28831,4510.67,15.0,13.5,3.0,3.0,11.4,17.3,3.41411,198.0,59.1,44.07,522.0,15516.7,3.5,1114.982,179.999,1294.982,41.15277,-73.745912
36121,54.4,40.9,5.6,91.6,42155,71.1,4.26409,0.361069,63.3486,0.491092,0.808814,111.87,27.71,189.02,93200.0,48943.0,10.5,84.7,14.3,5.5,52.2,9.5,2.3,5.9,2.2,0.5,0.0,0.00014374,0.00100618,23.0,16.78,5631.83,17.9,20.4,3.2,4.0,13.5,29.1,3.39387,575.0,53.42,39.48,332.0,13994.7,3.15,1535.206,9.171,1544.377,42.701363,-78.228567
36123,48.4,40.7,0.8,97.2,25348,75.0,4.31749,0.475681,50.8155,0.438868,0.567063,166.84,17.0389,113.219,110900.0,44947.0,13.0,83.4,22.3,9.9,51.9,9.0,2.9,11.3,1.6,0.4,0.0,0.000122239,0.000366718,27.3,15.0629,5885.97,16.6,,3.2,3.0,,24.7,3.37679,380.0,55.42,40.33,436.0,13890.0,2.46,875.786,97.505,973.291,42.638237,-77.104324
37001,47.6,38.7,18.8,71.1,151131,356.5,5.87633,0.449365,56.3179,0.602525,0.65104,147.65,219.55,20.3,133700.0,44172.0,15.1,81.1,21.0,6.6,51.9,10.7,3.1,11.5,7.8,0.5,2.74782e-05,0.00114721,0.0033386,28.3,15.3887,7481.33,10.8,23.6,3.6,3.5,19.2,33.5,3.36637,181.0,69.55,50.61,713.0,16954.9,2.93,1098.008,27.957,1125.965,36.041974,-79.399935
37003,50.6,40.8,5.5,89.6,37198,143.1,4.96354,0.299467,71.2549,0.662572,0.708659,124.95,448.839,12.8233,116400.0,41520.0,14.8,74.9,12.2,3.7,53.1,11.8,4.0,4.5,3.3,0.3,0.000108557,0.000325671,0.00168263,24.8,22.9258,8941.24,13.2,25.8,5.1,4.5,22.3,28.4,3.3935,373.0,68.1,50.45,588.0,16845.3,3.05,673.381,9.47,682.851,35.920951,-81.177467
37005,49.6,45.9,1.3,92.2,11155,47.5,3.86073,0.384002,66.9035,0.628649,0.635282,81.5789,307.75,17.6602,131400.0,32541.0,26.5,68.4,16.5,5.1,60.1,10.9,1.5,15.7,14.2,0.5,,,,29.9,19.6788,6734.49,14.1,27.2,4.5,4.2,27.1,25.0,,928.0,61.3,44.64,187.0,16228.8,2.95,608.801,3.855,612.656,36.489356,-81.132299
37007,52.0,39.5,48.6,47.2,26948,50.7,3.92593,0.601509,37.0114,0.390374,0.303799,84.79,305.769,6.5311,80000.0,33706.0,20.9,75.5,7.2,1.5,42.6,9.3,3.8,2.4,1.6,0.7,0.000164629,0.00156398,0.00378648,30.1,32.2101,12132.2,7.4,17.2,4.3,3.3,22.5,35.5,3.39406,95.0,72.66,53.04,915.0,17369.3,3.07,1376.453,14.613,1391.066,34.974996,-80.109959
37009,49.4,45.5,0.6,95.5,27281,64.0,4.15888,0.372791,65.3608,0.624009,0.619917,99.8489,357.17,21.7001,138600.0,35312.0,16.7,75.8,16.5,5.6,60.2,8.6,3.5,4.7,3.0,0.1,0.0,0.000116564,0.000738237,26.3,24.2705,7541.9,8.8,24.8,4.5,3.7,23.4,23.0,3.3892,916.0,59.0,43.54,158.0,15985.3,3.25,1103.684,8.117,1111.801,36.436305,-81.49877
37011,54.4,42.3,4.0,91.9,17797,72.0,4.27667,0.274204,74.3137,0.751949,0.795085,55.07,320.899,21.9138,145000.0,34676.0,13.1,81.6,21.8,6.5,48.1,10.4,2.6,5.8,3.4,0.2,0.0,0.0,0.000895155,21.3,12.8958,7716.84,4.5,24.1,4.0,2.7,19.3,29.7,3.40419,1152.0,57.75,42.5,139.0,16118.1,3.28,639.952,0.367,640.319,36.072894,-81.920363
37013,48.2,43.8,25.6,68.2,47759,57.7,4.05526,0.410865,59.1744,0.616594,0.682982,140.139,328.269,21.3589,99400.0,39817.0,16.4,81.8,17.4,5.6,58.2,9.1,3.2,4.2,2.8,0.3,2.20274e-05,0.00114543,0.00449359,30.0,25.5491,9161.63,7.4,21.4,4.4,2.3,22.0,35.7,3.42061,7.0,71.59,52.45,876.0,17238.2,3.58,2142.418,339.348,2481.766,35.482313,-76.842014
37015,49.5,42.9,62.5,35.2,21282,30.4,3.41444,0.651951,33.4585,0.396565,0.38477,28.8989,279.11,3.56889,74200.0,27487.0,22.5,72.2,9.6,3.3,43.1,11.8,5.0,1.6,0.8,0.2,5.40103e-05,0.000432082,0.0010262,30.8,51.7399,12371.0,,14.5,4.4,2.2,,37.5,3.40229,15.0,70.91,51.04,885.0,16874.5,3.24,1811.1,108.725,1919.826,36.06133,-76.962367
37017,48.0,41.3,34.9,56.3,35190,40.2,3.69387,0.5073,48.5555,0.464559,0.341316,86.25,307.699,6.30889,73100.0,30823.0,25.5,74.4,11.6,2.9,46.7,10.2,4.9,5.4,3.2,0.2,6.98544e-05,0.000768398,0.00464531,31.1,35.8531,12232.6,6.4,22.3,5.3,4.9,29.5,37.2,3.3715,11.0,72.92,53.27,981.0,17351.2,3.32,2264.499,33.23,2297.729,34.591949,-78.539513
37019,49.0,47.4,11.4,83.0,107431,126.8,4.84261,0.405471,60.568,0.646573,0.549558,83.73,177.99,53.82,183300.0,44321.0,12.4,84.0,21.6,6.9,60.2,10.1,3.0,5.0,3.4,0.6,1.98991e-05,0.000507427,0.00158198,27.0,28.6749,9172.95,13.8,23.9,3.4,3.6,15.1,29.5,3.4213,9.0,72.38,58.19,912.0,18571.3,3.61,2193.65,525.381,2719.031,34.038708,-78.227688
37021,48.2,40.6,6.4,87.4,238318,362.9,5.89413,0.563157,42.8369,0.470988,0.387318,99.5489,347.0,37.0597,179700.0,43750.0,13.8,86.3,30.6,11.0,51.5,12.4,2.5,6.9,4.9,1.0,3.0533e-05,0.00134782,0.00196284,20.3,13.4729,7223.21,12.9,21.5,3.5,3.6,15.2,23.8,3.41121,727.0,62.76,46.49,261.0,16676.4,2.83,1700.773,8.985,1709.757,35.609371,-82.530426
37023,50.0,41.2,6.6,84.4,90912,179.3,5.18906,0.397965,60.932,0.604531,0.658019,107.599,456.05,11.2526,103900.0,36061.0,16.9,74.5,14.5,5.4,51.1,11.7,3.1,8.0,4.7,0.5,4.56678e-05,0.000411011,0.00142712,28.2,21.5466,8974.41,8.6,27.1,4.7,4.3,23.8,28.4,3.38628,310.0,67.26,50.35,552.0,16827.1,3.14,1313.381,20.658,1334.039,35.746182,-81.70618
37025,48.8,36.7,15.3,75.4,178011,492.1,6.19868,0.404467,59.3028,0.644336,0.582951,157.169,324.31,47.5926,155900.0,54274.0,10.9,85.1,22.2,6.4,57.9,9.4,2.5,9.0,6.3,0.3,9.51945e-05,0.000815103,0.00116018,23.1,16.3904,6835.95,12.2,19.9,3.1,3.3,16.7,31.0,3.40328,201.0,71.02,51.93,781.0,17182.9,2.88,936.925,7.033,943.958,35.387845,-80.552868
37027,49.2,41.3,4.9,90.2,83029,176.1,5.17105,0.34365,66.8807,0.653876,0.726954,90.1589,471.92,10.6348,106400.0,37308.0,15.7,73.9,12.6,4.4,54.7,11.7,3.6,4.7,2.3,0.4,0.000100711,0.00046579,0.00120854,27.5,17.6679,8555.81,8.7,26.7,4.7,4.3,20.9,30.3,3.34451,406.0,66.3,50.11,515.0,16675.4,3.14,1221.35,7.116,1228.465,35.957857,-81.530076
37029,50.2,40.1,13.2,82.1,9980,41.5,3.72569,0.331259,66.0927,0.647819,0.715023,77.6589,134.37,,216600.0,58480.0,7.5,87.1,19.5,4.9,56.7,11.8,1.8,2.5,2.9,0.0,,,,25.9,19.6159,8215.21,,19.1,4.5,2.2,23.4,32.3,,7.0,68.73,54.79,773.0,16985.2,2.89,623.038,180.412,803.45,36.342344,-76.162488
37031,49.4,45.8,6.1,89.3,66469,131.3,4.87748,0.321704,69.7553,0.716705,0.771707,137.969,239.15,35.28,198700.0,46982.0,11.7,86.9,24.0,8.8,55.3,11.0,3.2,4.6,3.2,0.3,1.56492e-05,0.00039123,0.0029577,28.7,21.1168,7290.37,17.1,24.3,4.1,3.8,17.0,28.1,3.39796,3.0,70.16,60.71,695.0,18858.4,3.79,1311.185,2161.018,3472.204,34.858313,-76.526967
37033,50.9,43.6,33.8,62.5,23719,55.8,4.02177,0.510495,50.6749,0.502187,0.437172,97.2189,176.27,,93200.0,36414.0,20.9,75.0,11.2,3.2,49.8,11.3,4.1,3.3,1.3,0.6,0.00014175,0.00042525,0.00184275,29.0,26.1362,8850.13,11.7,30.3,5.0,3.8,24.1,31.0,3.37999,164.0,69.16,50.22,728.0,16795.2,2.99,1100.542,8.625,1109.167,36.393097,-79.332546
37035,49.0,39.6,8.4,81.7,154358,387.1,5.95868,0.369412,63.9905,0.669065,0.69438,212.18,338.389,30.8115,126800.0,43303.0,12.2,79.8,19.0,5.4,52.4,12.4,2.8,11.0,7.6,0.5,8.89685e-05,0.00113117,0.00230047,26.7,17.8087,7928.78,12.9,22.0,3.7,3.5,18.4,26.5,3.37882,280.0,69.45,51.16,671.0,17125.8,2.87,1032.684,38.057,1070.741,35.663182,-81.214151
37037,48.3,43.6,13.2,76.0,63505,93.1,4.53367,0.543248,47.0311,0.476444,0.474757,89.9589,244.629,16.7889,184000.0,55333.0,12.0,82.5,33.8,13.7,55.2,9.3,2.9,12.8,11.0,0.6,0.0,0.0003477,0.0013908,22.3,28.1352,7191.21,14.1,20.0,4.4,3.6,19.3,24.8,3.41842,146.0,71.09,51.45,812.0,17030.6,2.96,1766.852,71.603,1838.455,35.704994,-79.251454
37039,48.6,48.1,1.3,93.6,27444,60.3,4.09933,0.300731,72.1069,0.64964,0.511499,75.9689,333.259,38.4055,135800.0,37708.0,14.6,81.5,14.9,5.8,62.3,9.6,2.4,3.2,1.8,0.5,0.0,7.44934e-05,0.0017506,27.5,24.3932,10140.3,10.3,24.1,4.9,3.9,21.2,26.7,3.41384,569.0,65.49,49.12,366.0,16422.4,3.4,1179.547,29.263,1208.81,35.136233,-84.061308
37041,47.5,44.8,34.3,62.0,14793,85.8,4.45202,0.490948,51.8454,0.57132,0.573447,107.15,269.92,37.1089,123400.0,37825.0,18.6,77.2,15.5,4.8,46.4,10.4,2.2,4.8,2.8,0.0,0.0,0.000814166,0.00284958,29.5,30.4265,8673.63,,,3.8,3.3,14.2,30.1,3.38986,7.0,70.95,51.35,859.0,17176.9,3.12,446.702,157.536,604.239,36.127288,-76.60207
37043,49.3,49.6,0.6,96.6,10587,49.3,3.89792,0.312827,70.4183,0.631963,0.54081,112.78,767.549,57.9012,151600.0,35089.0,18.2,81.3,20.0,6.3,58.8,12.1,1.8,2.4,1.9,1.2,,,,24.3,27.8018,8195.4,5.3,23.0,3.8,3.9,18.1,25.1,,702.0,63.88,48.2,257.0,16495.7,3.7,556.201,15.224,571.425,35.052997,-83.752264
37045,48.2,40.3,20.7,75.6,98078,211.3,5.35328,0.396099,59.5132,0.593967,0.658044,95.95,448.589,10.1042,100000.0,37889.0,18.7,78.9,15.9,5.2,53.1,9.9,3.7,3.3,1.8,0.7,1.01927e-05,0.000672721,0.00081542,30.0,21.493,9572.83,11.1,23.9,4.6,4.4,21.0,32.3,3.3589,241.0,70.45,52.44,747.0,17277.3,2.9,1202.408,10.356,1212.765,35.33463,-81.557115
37047,49.5,39.8,30.5,61.5,58098,62.0,4.12713,0.45614,53.3804,0.523885,0.371552,54.1189,435.089,18.3,86700.0,32283.0,22.7,76.3,11.4,3.5,49.9,9.4,5.2,3.4,1.9,0.2,5.82332e-05,0.0015723,0.0038628,28.7,41.9076,12500.6,6.8,25.2,5.1,4.7,28.2,33.8,3.40079,9.0,73.22,54.52,990.0,17584.2,3.37,2427.578,42.338,2469.916,34.260471,-78.636378
37049,49.7,36.2,22.4,70.0,103505,146.0,4.98361,0.433921,58.3236,0.636087,0.677217,123.09,228.71,61.77,144200.0,44298.0,14.9,87.5,21.6,7.4,57.6,8.2,4.1,6.1,3.9,0.6,2.06594e-05,0.000785059,0.00269606,27.0,18.1794,8585.54,11.7,20.1,3.2,3.2,14.2,33.7,3.39979,9.0,71.83,53.03,902.0,17365.2,3.61,1836.192,168.877,2005.068,35.118179,-77.082541
37051,48.3,31.0,36.7,51.4,319431,489.7,6.19379,0.585483,39.6941,0.451899,0.405542,84.39,285.6,27.94,110300.0,42733.0,16.9,88.0,21.2,7.3,49.7,10.7,3.4,8.7,4.7,0.4,0.000116966,0.00283643,0.00483136,29.5,20.0134,8927.54,11.7,24.4,4.4,3.8,19.0,33.2,3.39956,29.0,72.45,52.61,931.0,17120.7,3.17,1689.488,15.675,1705.163,35.050192,-78.828719
37053,49.6,41.3,5.8,90.3,23547,89.9,4.4987,0.336606,66.3128,0.686641,0.747115,68.42,191.189,12.32,233100.0,55261.0,8.3,84.8,15.4,4.3,60.6,8.9,3.8,3.9,3.2,1.2,4.02479e-05,8.04959e-05,0.00148917,24.2,25.3889,9116.56,,,4.1,3.4,,32.6,3.40043,0.0,66.81,58.74,632.0,18006.2,2.97,678.194,685.674,1363.868,36.372174,-75.941224
37055,50.0,43.6,2.5,92.3,33920,88.5,4.483,0.447363,57.0157,0.620162,0.678187,188.969,118.599,51.5,343200.0,52173.0,9.5,91.5,32.0,9.6,56.3,13.5,2.8,5.9,3.6,0.4,0.0,0.000262047,0.00273693,24.9,20.9457,5942.72,,,3.9,3.9,16.4,28.6,3.40075,3.0,67.61,61.13,610.0,18608.0,3.3,993.052,3053.97,4047.022,35.606269,-75.767536
37057,49.0,40.3,8.9,84.3,162878,294.7,5.68596,0.327102,69.6173,0.705769,0.729076,172.11,201.719,14.8086,123300.0,44016.0,14.1,77.6,15.4,4.2,56.0,10.8,3.4,7.0,4.2,0.4,1.91559e-05,0.000695996,0.00198582,30.0,22.1659,8581.78,11.7,25.3,4.2,3.7,19.9,29.2,3.35713,223.0,69.87,50.9,712.0,17078.8,2.9,1431.421,37.149,1468.57,35.795123,-80.206525
37059,48.8,42.5,6.3,87.5,41240,156.1,5.0505,0.303319,71.0547,0.739258,0.736524,184.479,250.699,54.9467,155000.0,51110.0,10.9,83.1,21.4,6.7,64.1,8.3,2.2,6.8,4.7,0.2,4.9527e-05,0.000297162,0.000941013,28.9,21.2806,7443.93,10.3,26.8,4.6,3.3,17.5,28.5,3.39376,229.0,69.58,51.3,710.0,16993.6,2.95,684.029,7.727,691.756,35.929356,-80.542542
37061,49.2,37.8,25.3,57.2,58505,71.7,4.27249,0.45006,55.439,0.55233,0.502613,71.3789,192.84,5.37889,82200.0,33703.0,23.4,67.7,9.9,2.6,45.7,9.7,3.9,18.8,13.6,0.2,0.000242469,0.000671454,0.00240604,33.8,30.4214,9516.09,7.4,18.9,4.3,2.9,,34.5,3.3772,29.0,72.38,53.37,935.0,17104.0,3.54,2113.999,14.128,2128.127,34.934403,-77.933543
37063,47.7,33.2,38.0,46.4,267587,935.7,6.84129,0.755721,23.0136,0.269324,0.268222,108.54,213.77,39.13,173200.0,49928.0,14.8,86.1,44.0,19.4,44.1,9.7,2.9,17.6,13.2,0.9,9.56111e-05,0.00352996,0.00340758,20.3,12.4462,6969.23,14.4,15.5,2.8,2.9,16.4,30.3,3.40356,108.0,70.4,50.96,792.0,16896.6,3.16,740.673,30.798,771.471,36.036589,-78.877919
